,sna,tot,sbi,sarea,mday,ar,bemp,act
1115,YouBike2.0_市民松信路口,20,2,信義區,2023-06-03 17:11:15,市民大道六段/松信路口(西側),18,1
1117,YouBike2.0_基隆光復路口,17,2,信義區,2023-06-03 17:13:16,基隆路二段/光復南路(東北側),15,1
1119,YouBike2.0_泰和里民活動中心,18,1,信義區,2023-06-03 16:51:15,松仁路308巷60號,16,1
1120,YouBike2.0_捷運後山埤站(2號出口),22,5,信義區,2023-06-03 17:12:15,忠孝東路五段800號,17,1
1122,YouBike2.0_永吉公園,18,2,信義區,2023-06-03 17:10:21,永吉路326巷66號西側,16,1
1128,YouBike2.0_世貿三館,30,2,信義區,2023-06-03 17:12:15,市府路/松壽路口東南側,28,1
1129,YouBike2.0_松德虎林街口,25,5,信義區,2023-06-03 17:11:15,松德路79號前,19,1
1130,YouBike2.0_富台公園,25,5,信義區,2023-06-03 17:12:15,松信路209號旁,20,1
1132,YouBike2.0_捷運永春站(2號出口),28,4,信義區,2023-06-03 17:12:15,虎林街132巷44號西側,24,1
1133,YouBike2.0_吳興街260巷,32,2,信義區,2023-06-03 17:13:16,吳興街260巷/吳興街260巷21弄口(東南側),30,1
1135,YouBike2.0_仁愛逸仙路口,28,2,信義區,2023-06-03 17:02:15,仁愛路四段/逸仙路口(西北側),25,1
1136,YouBike2.0_安強公園,20,2,信義區,2023-06-03 17:12:15,虎林街222巷55號,18,1
1137,YouBike2.0_信義基隆路口,20,0,信義區,2023-06-03 17:04:05,信義路四段393號前,20,1
1139,YouBike2.0_吳興街284巷36弄口,25,0,信義區,2023-06-03 17:00:55,吳興街284巷36弄24號西側,25,1
1141,YouBike2.0_福德國小公車站,10,1,信義區,2023-06-03 17:07:16,福德街308號對側,9,1
1144,YouBike2.0_景聯廣場,13,1,信義區,2023-06-03 17:04:05,松勤街8號對側,12,1
1148,YouBike2.0_松仁路305號,14,3,信義區,2023-06-03 17:02:15,松仁路/吳興街583巷3弄,11,1
1149,YouBike2.0_吳興街394巷口,12,1,信義區,2023-06-03 16:53:15,吳興街394巷/吳興街,9,1
1150,YouBike2.0_忠孝東路五段215巷口,24,3,信義區,2023-06-03 17:03:15,忠孝東路五段/忠孝東路五段215巷,21,1
1151,YouBike2.0_松勤莊敬路口,15,2,信義區,2023-06-03 17:06:04,松勤街/莊敬路,13,1
1153,YouBike2.0_信義松德路口,18,2,信義區,2023-06-03 17:12:15,信義路五段180號前,16,1
1155,YouBike2.0_吳興街284巷(廣安宮),15,1,信義區,2023-06-03 17:13:16,吳興街284巷23號對側,14,1
1156,YouBike2.0_景勤二號公園(西南側),22,3,信義區,2023-06-03 17:01:07,信安街67巷/信安街口東南側,19,1
1157,YouBike2.0_克勤新村,18,4,信義區,2023-06-03 17:07:16,信安街67巷75號對側,14,1
1158,YouBike2.0_和平東路三段291號,15,5,信義區,2023-06-03 17:12:15,和平東路三段291號前,10,1
1159,YouBike2.0_德昌寶興街口(西北角),15,2,萬華區,2023-06-03 17:08:15,寶興街186號(前),13,1
1160,YouBike2.0_寶興長泰街口(西南角),17,4,萬華區,2023-06-03 17:06:16,寶興街/長泰街(西南側),13,1
1161,YouBike2.0_萬大路486巷口,10,0,萬華區,2023-06-03 17:11:03,萬大路482號(旁),10,1
1167,YouBike2.0_青年公園棒球場,28,4,萬華區,2023-06-03 17:11:15,青年路66號對側,23,1
1168,YouBike2.0_青年公園籃球場,16,3,萬華區,2023-06-03 17:07:16,青年公園籃球場南側,13,1
1172,YouBike2.0_莒光立體停車場,10,3,萬華區,2023-06-03 17:09:15,莒光路137號前,7,1
1173,YouBike2.0_艋舺大道146巷口,14,2,萬華區,2023-06-03 17:00:55,艋舺大道142號前,12,1
1174,YouBike2.0_東園國小,27,1,萬華區,2023-06-03 17:06:04,東園街199號前方,26,1
1175,YouBike2.0_華中疏散門,12,5,萬華區,2023-06-03 17:13:16,環河南路三段371號前,7,1
1176,YouBike2.0_錦德公園,16,2,萬華區,2023-06-03 17:12:15,德昌街243號前,14,1
1177,YouBike2.0_忠德公園,19,1,萬華區,2023-06-03 17:13:16,東園街66巷20弄27號前,18,1
1184,YouBike2.0_環河南雙園街口,15,3,萬華區,2023-06-03 17:10:21,環河南路二段282號前,12,1
1186,YouBike2.0_糖廍文化園區,14,2,萬華區,2023-06-03 17:08:15,大理街177號對側,11,1
1188,YouBike2.0_萬華青年公宅,23,2,萬華區,2023-06-03 17:08:15,青年路188號前,21,1
1191,YouBike2.0_長沙公園,24,0,萬華區,2023-06-03 17:04:05,環河南路一段280-1號(對面),24,1
1192,YouBike2.0_貓公園(中興橋頭),15,3,萬華區,2023-06-03 17:09:15,成都路108號(對面),12,1
1193,YouBike2.0_西本願寺廣場,65,4,萬華區,2023-06-03 17:07:16,中華路一段164號(前),61,1
1194,YouBike2.0_中華桂林路口,28,1,萬華區,2023-06-03 17:12:15,中華路一段與桂林路口西北側,27,1
1201,YouBike2.0_捷運龍山寺站(3號出口),23,4,萬華區,2023-06-03 17:06:16,和平西路三段/和平西路三段88巷(西南側),19,1
1202,YouBike2.0_臺北市電影主題公園(峨嵋街),15,0,萬華區,2023-06-03 17:13:05,峨嵋街100號(對面),15,1
1203,YouBike2.0_臺北市電影主題公園(康定路),15,5,萬華區,2023-06-03 17:13:16,康定路18-2號(對面),10,1
1205,YouBike2.0_萬華266號綠地,15,4,萬華區,2023-06-03 17:11:15,康定路81號(對面),11,1
1207,YouBike2.0_德昌街10巷口,10,4,萬華區,2023-06-03 17:11:15,德昌街15號(對面),6,1
1208,YouBike2.0_環河南和平西路口,20,3,萬華區,2023-06-03 16:33:14,環河南路一段/和平西路三段口(西南側),17,1
1209,YouBike2.0_長順街60巷口,15,3,萬華區,2023-06-03 15:23:15,長順街60巷38號對側,12,1
1211,YouBike2.0_華江污水廠,20,3,萬華區,2023-06-03 16:09:14,桂林路246巷66號南側,17,1
1212,YouBike2.0_柳鄉公園,21,5,萬華區,2023-06-03 17:11:15,環河南路二段102號西北側,16,1
1213,YouBike2.0_綠堤社區公園,22,1,萬華區,2023-06-03 16:46:16,大理街170巷與環河南路二段159巷口,21,1
1216,YouBike2.0_環南綜合市場,14,3,萬華區,2023-06-03 11:55:22,環河南路二段245號旁,11,1
1219,YouBike2.0_桂林昆明街口,20,4,萬華區,2023-06-03 17:10:21,桂林路與昆明街口西北側,16,1
1225,YouBike2.0_萬大路493巷,10,0,萬華區,2023-06-03 17:13:05,萬大路493巷44號旁,10,1
1226,YouBike2.0_雙園國中地下停車場,12,4,萬華區,2023-06-03 16:11:16,西園路二段320巷55弄8-10號前,8,1
1227,YouBike2.0_青年路152巷口,16,3,萬華區,2023-06-03 17:10:21,青年路152巷59號對側,7,1
1229,YouBike2.0_臺大卓越研究大樓,32,1,臺大專區,2023-06-03 17:12:15,臺大水源舍區C南側,31,1
1230,YouBike2.0_臺大水源修齊會館,18,4,臺大專區,2023-06-03 16:59:15,思源街16號之1旁,13,1
1231,YouBike2.0_臺大檔案展示館,10,1,臺大專區,2023-06-03 16:35:15,臺大檔案展示館東北側,9,1
1233,YouBike2.0_臺大男八舍東側,42,0,臺大專區,2023-06-03 17:09:04,臺大男八舍東側,42,1
1234,YouBike2.0_臺大禮賢樓東南側,23,2,臺大專區,2023-06-03 17:11:15,臺大仰萃樓東南側,21,1
1236,YouBike2.0_臺大管理學院二館北側,40,1,臺大專區,2023-06-03 17:01:07,管理學院二號館北側,39,1
1238,YouBike2.0_臺大大一女舍北側,53,0,臺大專區,2023-06-03 17:06:04,臺大女一舍北側,53,1
1239,YouBike2.0_臺大女九舍西南側,62,1,臺大專區,2023-06-03 17:04:05,臺大女九舍西南側,61,1
1241,YouBike2.0_臺大立體機車停車場,27,1,臺大專區,2023-06-03 17:12:15,基隆路三段/基隆路三段156巷口北側,26,1
1242,YouBike2.0_臺大工綜館南側,26,2,臺大專區,2023-06-03 17:11:15,臺大工學院東南側,24,1
1243,YouBike2.0_臺大天文數學館南側,19,0,臺大專區,2023-06-03 17:12:04,臺大天文數學館西南側,19,1
1245,YouBike2.0_臺大樂學館東側,28,1,臺大專區,2023-06-03 16:44:14,臺大文學院西側,27,1
1246,YouBike2.0_臺大農化新館西側,10,2,臺大專區,2023-06-03 16:57:15,臺大生化科技學系西側,8,1
1247,YouBike2.0_臺大五號館西側,20,1,臺大專區,2023-06-03 16:49:04,臺大生物系館西側,19,1
1249,YouBike2.0_臺大共同教室北側,20,3,臺大專區,2023-06-03 17:04:16,臺大共同教學館東北側,17,1
1250,YouBike2.0_臺大共同教室東南側,12,3,臺大專區,2023-06-03 17:13:16,臺大共同教學館東南側,9,1
1251,YouBike2.0_臺大鹿鳴堂東側,27,2,臺大專區,2023-06-03 17:13:16,臺大鹿鳴廣場人行道側,25,1
1252,YouBike2.0_臺大公館停車場西北側,12,4,臺大專區,2023-06-03 17:06:16,臺大公館停車場西北側,8,1
1254,YouBike2.0_臺大明達館機車停車場,28,1,臺大專區,2023-06-03 17:05:05,臺大明達館西側,27,1
1256,YouBike2.0_臺大凝態館南側,20,1,臺大專區,2023-06-03 17:12:15,臺大物理系館南側,19,1
1258,YouBike2.0_臺大社會系館南側,39,5,臺大專區,2023-06-03 17:13:16,臺大社會及社工館南側,34,1
1259,YouBike2.0_臺大思亮館東南側,10,0,臺大專區,2023-06-03 16:10:10,臺大思亮館東南側,10,1
1260,YouBike2.0_臺大椰林小舖,48,1,臺大專區,2023-06-03 17:10:10,臺大椰林小舖旁,47,1
1261,YouBike2.0_臺大計資中心南側,34,4,臺大專區,2023-06-03 16:58:15,臺大計算機網路資訊中心南側,30,1
1262,YouBike2.0_臺大原分所北側,12,1,臺大專區,2023-06-03 17:01:07,臺大原子與分子科學研究所東北側,11,1
1263,YouBike2.0_臺大生命科學館西北側,30,0,臺大專區,2023-06-03 16:46:04,臺大動物博物館西側,30,1
1265,YouBike2.0_臺大博理館西側,22,3,臺大專區,2023-06-03 17:02:16,臺大博理館西側,19,1
1266,YouBike2.0_臺大博雅館西側,56,4,臺大專區,2023-06-03 17:05:16,臺大博雅館西側,52,1
1267,YouBike2.0_臺大森林館北側,10,1,臺大專區,2023-06-03 16:45:15,臺大森林系學系北側,9,1
1269,YouBike2.0_臺大小小福西南側,10,0,臺大專區,2023-06-03 15:55:11,臺大進修教育大樓,10,1
1270,YouBike2.0_臺大教研館北側,11,0,臺大專區,2023-06-03 17:00:55,臺大雅頌廣場東南側,11,1
1271,YouBike2.0_臺大四號館東北側,10,0,臺大專區,2023-06-03 16:45:04,臺大園藝暨景觀學系北側,10,1
1274,YouBike2.0_臺大電機二館東南側,14,1,臺大專區,2023-06-03 17:13:05,臺大電機二館南側,13,1
1277,YouBike2.0_臺大黑森林西側,20,0,臺大專區,2023-06-03 16:58:04,臺大霖澤館南側,20,1
1278,YouBike2.0_臺大獸醫館南側,24,0,臺大專區,2023-06-03 16:57:04,臺大獸醫系館南側,24,1
1280,YouBike2.0_臺大明達館北側(員工宿舍),18,2,臺大公館校區,2023-06-03 16:42:15,明達館北側前空地,16,1
